Time [s], Analyzer Name, Decoded Protocol Result
1.586980750000000,Async Serial,0x54
1.586983000000000,Async Serial,0x3E
1.586985250000000,Async Serial,0xC6
1.586987416666667,Async Serial,0x4B
1.586989666666667,Async Serial,0x97
1.586991916666667,Async Serial,0x3C
1.586994083333333,Async Serial,0x10
1.586996333333333,Async Serial,0x72
1.586998583333333,Async Serial,0x15
1.587000750000000,Async Serial,0x3E
1.587003000000000,Async Serial,0x1F
1.587005250000000,Async Serial,0xDF
1.587007416666667,Async Serial,0x0B
1.587009666666667,Async Serial,0xBE
1.587011916666667,Async Serial,0x00
1.587014083333333,Async Serial,0x00
1.587016333333333,Async Serial,0x00
1.587018583333333,Async Serial,0x00
1.587020750000000,Async Serial,0xC0
1.587182416666667,Async Serial,0xCF
1.587184583333333,Async Serial,0x16
1.587186833333333,Async Serial,0x2A
1.587189083333333,Async Serial,0x00
1.587191250000000,Async Serial,0x53
1.587193500000000,Async Serial,0x04
1.587195750000000,Async Serial,0x69
1.587197916666667,Async Serial,0x39
1.587200166666667,Async Serial,0xEF
1.587202416666667,Async Serial,0xDC
1.587204583333333,Async Serial,0x4D
1.587206833333333,Async Serial,0x40
1.587209083333333,Async Serial,0x46
1.587211250000000,Async Serial,0x1D
1.587213500000000,Async Serial,0xA9
1.587215750000000,Async Serial,0xC1
1.587217916666667,Async Serial,0xBE
1.587220166666667,Async Serial,0x3C
1.587222416666667,Async Serial,0x54
1.587224583333333,Async Serial,0x3E
1.587226833333333,Async Serial,0xAE
1.587229083333333,Async Serial,0x77
1.587231250000000,Async Serial,0xB8
1.587233500000000,Async Serial,0x3E
1.587235750000000,Async Serial,0xC4
1.587237916666667,Async Serial,0x58
1.587240166666667,Async Serial,0x42
1.587242416666667,Async Serial,0x3E
1.587244583333333,Async Serial,0xAB
1.587246833333333,Async Serial,0x3C
1.587249083333333,Async Serial,0x81
1.587251250000000,Async Serial,0x3D
1.587253500000000,Async Serial,0x00
1.587255750000000,Async Serial,0x00
1.587257916666667,Async Serial,0x00
1.587260166666667,Async Serial,0x00
1.587262416666667,Async Serial,0xC0
1.587385000000000,Async Serial,0x99
1.587387250000000,Async Serial,0x17
1.587389416666667,Async Serial,0x2A
1.587391666666667,Async Serial,0x00
1.587393916666667,Async Serial,0x53
1.587396083333333,Async Serial,0x04
1.587398333333333,Async Serial,0x69
1.587400583333333,Async Serial,0x39
1.587402750000000,Async Serial,0xEB
1.587405000000000,Async Serial,0xFD
1.587407250000000,Async Serial,0x4D
1.587409416666667,Async Serial,0x40
1.587411666666667,Async Serial,0x53
1.587413916666667,Async Serial,0xF2
1.587416083333333,Async Serial,0x10
1.587418333333333,Async Serial,0x41
1.587420583333333,Async Serial,0xDD
1.587422750000000,Async Serial,0x36
1.587425000000000,Async Serial,0x61
1.587427250000000,Async Serial,0x3D
1.587429416666667,Async Serial,0xE1
1.587431666666667,Async Serial,0xE5
1.587433916666667,Async Serial,0xD9
1.587436083333333,Async Serial,0x3D
1.587438333333333,Async Serial,0x88
1.587440583333333,Async Serial,0x53
1.587442750000000,Async Serial,0x55
1.587445000000000,Async Serial,0xBD
1.587447250000000,Async Serial,0x38
1.587449416666667,Async Serial,0x82
1.587451666666667,Async Serial,0x45
1.587453916666667,Async Serial,0x3E
1.587456083333333,Async Serial,0x00
1.587458333333333,Async Serial,0x00
1.587460583333333,Async Serial,0x00
1.587462750000000,Async Serial,0x00
1.587465000000000,Async Serial,0xC0
1.587626916666667,Async Serial,0x8B
1.587629166666667,Async Serial,0x18
1.587631416666667,Async Serial,0x2A
1.587633583333333,Async Serial,0x00
1.587635833333333,Async Serial,0x53
1.587638083333333,Async Serial,0x04
1.587640250000000,Async Serial,0x69
1.587642500000000,Async Serial,0x39
1.587644750000000,Async Serial,0xED
1.587646916666667,Async Serial,0xE7
1.587649166666667,Async Serial,0x4D
1.587651416666667,Async Serial,0x40
1.587653583333333,Async Serial,0x39
1.587655833333333,Async Serial,0x48
1.587658083333333,Async Serial,0xC1
1.587660250000000,Async Serial,0xDB
1.587662500000000,Async Serial,0xDC
1.587664750000000,Async Serial,0xAB
1.587666916666667,Async Serial,0x73
1.587669166666667,Async Serial,0xE0
1.587671416666667,Async Serial,0xBE
1.587673583333333,Async Serial,0xED
1.587675833333333,Async Serial,0x76
1.587678083333333,Async Serial,0x4A
1.587680250000000,Async Serial,0x3D
1.587682500000000,Async Serial,0xC5
1.587684750000000,Async Serial,0xE9
1.587686916666667,Async Serial,0x4C
1.587689166666667,Async Serial,0xBE
1.587691416666667,Async Serial,0x86
1.587693583333333,Async Serial,0xAE
1.587695833333333,Async Serial,0xC6
1.587698083333333,Async Serial,0x3B
1.587700250000000,Async Serial,0x00
1.587702500000000,Async Serial,0x00
1.587704750000000,Async Serial,0x00
1.587706916666667,Async Serial,0x00
1.587709166666667,Async Serial,0xC0
1.587830250000000,Async Serial,0x56
1.587832500000000,Async Serial,0x19
1.587834750000000,Async Serial,0x2A
1.587836916666667,Async Serial,0x00
1.587839166666667,Async Serial,0x53
1.587841416666667,Async Serial,0x04
1.587843583333333,Async Serial,0x69
1.587845833333333,Async Serial,0x39
1.587848083333333,Async Serial,0xEB
1.587850250000000,Async Serial,0xFD
1.587852500000000,Async Serial,0x4D
1.587854750000000,Async Serial,0x40
1.587856916666667,Async Serial,0x39
1.587859166666667,Async Serial,0x48
1.587861416666667,Async Serial,0xC1
1.587863583333333,Async Serial,0x40
1.587865833333333,Async Serial,0xCB
1.587868083333333,Async Serial,0x56
1.587870250000000,Async Serial,0x1D
1.587872500000000,Async Serial,0x3E
1.587874750000000,Async Serial,0x35
1.587876916666667,Async Serial,0x75
1.587879166666667,Async Serial,0x01
1.587881416666667,Async Serial,0xBE
1.587883583333333,Async Serial,0x67
1.587885833333333,Async Serial,0x8C
1.587888083333333,Async Serial,0x81
1.587890250000000,Async Serial,0xBC
1.587892500000000,Async Serial,0xD4
1.587894750000000,Async Serial,0x0B
1.587896916666667,Async Serial,0x4C
1.587899166666667,Async Serial,0xBE
1.587901416666667,Async Serial,0x00
1.587903583333333,Async Serial,0x00
1.587905833333333,Async Serial,0x00
1.587908083333333,Async Serial,0x00
1.587910250000000,Async Serial,0xC0
1.588071333333333,Async Serial,0x48
1.588073583333333,Async Serial,0x1A
1.588075750000000,Async Serial,0x2A
1.588078000000000,Async Serial,0x00
1.588080250000000,Async Serial,0x53
1.588082416666667,Async Serial,0x04
1.588084666666667,Async Serial,0x69
1.588086916666667,Async Serial,0x39
1.588089083333333,Async Serial,0xEF
1.588091333333333,Async Serial,0xDC
1.588093583333333,Async Serial,0x4D
1.588095750000000,Async Serial,0x40
1.588098000000000,Async Serial,0x53
1.588100250000000,Async Serial,0xF2
1.588102416666667,Async Serial,0x10
1.588104666666667,Async Serial,0xC1
1.588106916666667,Async Serial,0xA6
1.588109083333333,Async Serial,0xC4
1.588111333333333,Async Serial,0xB5
1.588113583333333,Async Serial,0xBD
1.588115750000000,Async Serial,0x5D
1.588118000000000,Async Serial,0x7D
1.588120250000000,Async Serial,0x9A
1.588122416666667,Async Serial,0x3D
1.588124666666667,Async Serial,0xCF
1.588126916666667,Async Serial,0x86
1.588129083333333,Async Serial,0x3E
1.588131333333333,Async Serial,0x3E
1.588133583333333,Async Serial,0x28
1.588135750000000,Async Serial,0xD5
1.588138000000000,Async Serial,0x95
1.588140250000000,Async Serial,0xBD
1.588142416666667,Async Serial,0x00
1.588144666666667,Async Serial,0x00
1.588146916666667,Async Serial,0x00
1.588149083333333,Async Serial,0x00
1.588151333333333,Async Serial,0xC0
1.588273916666667,Async Serial,0x12
1.588276083333333,Async Serial,0x1B
1.588278333333333,Async Serial,0x2A
1.588280583333333,Async Serial,0x00
1.588282750000000,Async Serial,0x53
1.588285000000000,Async Serial,0x04
1.588287250000000,Async Serial,0x69
1.588289416666667,Async Serial,0x39
1.588291666666667,Async Serial,0xED
1.588293916666667,Async Serial,0xE7
1.588296083333333,Async Serial,0x4D
1.588298333333333,Async Serial,0x40
1.588300583333333,Async Serial,0xD8
1.588302750000000,Async Serial,0x38
1.588305000000000,Async Serial,0x41
1.588307250000000,Async Serial,0x40
1.588309416666667,Async Serial,0xDA
1.588311666666667,Async Serial,0x31
1.588313916666667,Async Serial,0x81
1.588316083333333,Async Serial,0x3E
1.588318333333333,Async Serial,0x76
1.588320583333333,Async Serial,0xE1
1.588322750000000,Async Serial,0xD9
1.588325000000000,Async Serial,0x3D
1.588327250000000,Async Serial,0x8B
1.588329416666667,Async Serial,0x9B
1.588331666666667,Async Serial,0xAB
1.588333916666667,Async Serial,0x3D
1.588336083333333,Async Serial,0x0E
1.588338333333333,Async Serial,0x24
1.588340583333333,Async Serial,0x3A
1.588342750000000,Async Serial,0x3E
1.588345000000000,Async Serial,0x00
1.588347250000000,Async Serial,0x00
1.588349416666667,Async Serial,0x00
1.588351666666667,Async Serial,0x00
1.588353916666667,Async Serial,0xC0
1.588515833333333,Async Serial,0x09
1.588518083333333,Async Serial,0x1C
1.588520250000000,Async Serial,0x2A
1.588522500000000,Async Serial,0x00
1.588524750000000,Async Serial,0x53
1.588526916666667,Async Serial,0x04
1.588529166666667,Async Serial,0x69
1.588531416666667,Async Serial,0x39
1.588533583333333,Async Serial,0xED
1.588535833333333,Async Serial,0xF2
1.588538083333333,Async Serial,0x4D
1.588540250000000,Async Serial,0x40
1.588542500000000,Async Serial,0x9B
1.588544750000000,Async Serial,0x57
1.588546916666667,Async Serial,0x41
1.588549166666667,Async Serial,0x40
1.588551416666667,Async Serial,0x45
1.588553583333333,Async Serial,0xC8
1.588555833333333,Async Serial,0x11
1.588558083333333,Async Serial,0xBE
1.588560250000000,Async Serial,0x76
1.588562500000000,Async Serial,0xE1
1.588564750000000,Async Serial,0xD9
1.588566916666667,Async Serial,0x3D
1.588569166666667,Async Serial,0x5F
1.588571416666667,Async Serial,0x0D
1.588573583333333,Async Serial,0x19
1.588575833333333,Async Serial,0xBE
1.588578083333333,Async Serial,0x80
1.588580250000000,Async Serial,0x61
1.588582500000000,Async Serial,0x08
1.588584750000000,Async Serial,0x3E
1.588586916666667,Async Serial,0x00
1.588589166666667,Async Serial,0x00
1.588591416666667,Async Serial,0x00
1.588593583333333,Async Serial,0x00
1.588595833333333,Async Serial,0xC0
1.588718500000000,Async Serial,0xCF
1.588720750000000,Async Serial,0x1C
1.588722916666667,Async Serial,0x2A
1.588725166666667,Async Serial,0x00
1.588727416666667,Async Serial,0x53
1.588729583333333,Async Serial,0x04
1.588731833333333,Async Serial,0x69
1.588734083333333,Async Serial,0x39
1.588736250000000,Async Serial,0xF1
1.588738500000000,Async Serial,0xC6
1.588740750000000,Async Serial,0x4D
1.588742916666667,Async Serial,0x40
1.588745166666667,Async Serial,0x39
1.588747416666667,Async Serial,0x48
1.588749583333333,Async Serial,0x41
1.588751833333333,Async Serial,0xC1
1.588754083333333,Async Serial,0x5A
1.588756250000000,Async Serial,0xD1
1.588758500000000,Async Serial,0x76
1.588760750000000,Async Serial,0xBE
1.588762916666667,Async Serial,0xFF
1.588765166666667,Async Serial,0x72
1.588767416666667,Async Serial,0x01
1.588769583333333,Async Serial,0xBE
1.588771833333333,Async Serial,0xB7
1.588774083333333,Async Serial,0xB1
1.588776250000000,Async Serial,0x0F
1.588778500000000,Async Serial,0xBE
1.588780750000000,Async Serial,0x77
1.588782916666667,Async Serial,0x11
1.588785166666667,Async Serial,0x12
1.588787416666667,Async Serial,0xBE
1.588789583333333,Async Serial,0x00
1.588791833333333,Async Serial,0x00
1.588794083333333,Async Serial,0x00
1.588796250000000,Async Serial,0x00
1.588798500000000,Async Serial,0xC0
1.588960416666667,Async Serial,0xDB
1.588962583333333,Async Serial,0xDC
1.588964833333333,Async Serial,0x1D
1.588967083333333,Async Serial,0x2A
1.588969250000000,Async Serial,0x00
1.588971500000000,Async Serial,0x53
1.588973750000000,Async Serial,0x04
1.588975916666667,Async Serial,0x69
1.588978166666667,Async Serial,0x39
1.588980416666667,Async Serial,0xF4
1.588982583333333,Async Serial,0xB0
1.588984833333333,Async Serial,0x4D
1.588987083333333,Async Serial,0x40
1.588989250000000,Async Serial,0x39
1.588991500000000,Async Serial,0x48
1.588993750000000,Async Serial,0xC1
1.588995916666667,Async Serial,0xDB
1.588998166666667,Async Serial,0xDC
1.589000416666667,Async Serial,0xDE
1.589002583333333,Async Serial,0x36
1.589004833333333,Async Serial,0x61
1.589007083333333,Async Serial,0x3D
1.589009250000000,Async Serial,0x6A
1.589011500000000,Async Serial,0xCA
1.589013750000000,Async Serial,0x3B
1.589015916666667,Async Serial,0xBE
1.589018166666667,Async Serial,0xF3
1.589020416666667,Async Serial,0xAC
1.589022583333333,Async Serial,0xC3
1.589024833333333,Async Serial,0x3D
1.589027083333333,Async Serial,0x0C
1.589029250000000,Async Serial,0x08
1.589031500000000,Async Serial,0x34
1.589033750000000,Async Serial,0xBE
1.589035916666667,Async Serial,0x00
1.589038166666667,Async Serial,0x00
1.589040416666667,Async Serial,0x00
1.589042583333333,Async Serial,0x00
1.589044833333333,Async Serial,0xC0
1.589162750000000,Async Serial,0x8B
1.589164916666667,Async Serial,0x1E
1.589167166666667,Async Serial,0x2A
1.589169416666667,Async Serial,0x00
1.589171583333333,Async Serial,0x53
1.589173833333333,Async Serial,0x04
1.589176083333333,Async Serial,0x69
1.589178250000000,Async Serial,0x39
1.589180500000000,Async Serial,0xF6
1.589182750000000,Async Serial,0x8F
1.589184916666667,Async Serial,0x4D
1.589187166666667,Async Serial,0x40
1.589189416666667,Async Serial,0x04
1.589191583333333,Async Serial,0xFA
1.589193833333333,Async Serial,0x10
1.589196083333333,Async Serial,0xC1
1.589198250000000,Async Serial,0x2E
1.589200500000000,Async Serial,0x1A
1.589202750000000,Async Serial,0x1A
1.589204916666667,Async Serial,0x3F
1.589207166666667,Async Serial,0x85
1.589209416666667,Async Serial,0x40
1.589211583333333,Async Serial,0x7C
1.589213833333333,Async Serial,0x3E
1.589216083333333,Async Serial,0x99
1.589218250000000,Async Serial,0x4E
1.589220500000000,Async Serial,0x39
1.589222750000000,Async Serial,0x3E
1.589224916666667,Async Serial,0xA7
1.589227166666667,Async Serial,0xB6
1.589229416666667,Async Serial,0xAE
1.589231583333333,Async Serial,0x3D
1.589233833333333,Async Serial,0x00
1.589236083333333,Async Serial,0x00
1.589238250000000,Async Serial,0x00
1.589240500000000,Async Serial,0x00
1.589242750000000,Async Serial,0xC0
1.589404583333333,Async Serial,0x7D
1.589406750000000,Async Serial,0x1F
1.589409000000000,Async Serial,0x2A
1.589411250000000,Async Serial,0x00
1.589413416666667,Async Serial,0x53
1.589415666666667,Async Serial,0x04
1.589417916666667,Async Serial,0x69
1.589420083333333,Async Serial,0x39
1.589422333333333,Async Serial,0xFA
1.589424583333333,Async Serial,0x63
1.589426750000000,Async Serial,0x4D
1.589429000000000,Async Serial,0x40
1.589431250000000,Async Serial,0x39
1.589433416666667,Async Serial,0x48
1.589435666666667,Async Serial,0x41
1.589437916666667,Async Serial,0xC1
1.589440083333333,Async Serial,0x74
1.589442333333333,Async Serial,0xED
1.589444583333333,Async Serial,0x32
1.589446750000000,Async Serial,0xBD
1.589449000000000,Async Serial,0xF5
1.589451250000000,Async Serial,0x52
1.589453416666667,Async Serial,0x01
1.589455666666667,Async Serial,0x3F
1.589457916666667,Async Serial,0xD0
1.589460083333333,Async Serial,0x34
1.589462333333333,Async Serial,0xEC
1.589464583333333,Async Serial,0xBC
1.589466750000000,Async Serial,0xEC
1.589469000000000,Async Serial,0xBF
1.589471250000000,Async Serial,0x4A
1.589473416666667,Async Serial,0x3E
1.589475666666667,Async Serial,0x00
1.589477916666667,Async Serial,0x00
1.589480083333333,Async Serial,0x00
1.589482333333333,Async Serial,0x00
1.589484583333333,Async Serial,0xC0
1.589607166666667,Async Serial,0x48
1.589609416666667,Async Serial,0x20
1.589611666666667,Async Serial,0x2A
1.589613833333333,Async Serial,0x00
1.589616083333333,Async Serial,0x53
1.589618333333333,Async Serial,0x04
1.589620500000000,Async Serial,0x69
1.589622750000000,Async Serial,0x39
1.589625000000000,Async Serial,0xF8
1.589627166666667,Async Serial,0x84
1.589629416666667,Async Serial,0x4D
1.589631666666667,Async Serial,0x40
1.589633833333333,Async Serial,0x04
1.589636083333333,Async Serial,0xFA
1.589638333333333,Async Serial,0x10
1.589640500000000,Async Serial,0x41
1.589642750000000,Async Serial,0x21
1.589645000000000,Async Serial,0xEF
1.589647166666667,Async Serial,0xAD
1.589649416666667,Async Serial,0xBE
1.589651666666667,Async Serial,0x42
1.589653833333333,Async Serial,0x39
1.589656083333333,Async Serial,0x22
1.589658333333333,Async Serial,0x3E
1.589660500000000,Async Serial,0x7A
1.589662750000000,Async Serial,0xCA
1.589665000000000,Async Serial,0x4B
1.589667166666667,Async Serial,0xBE
1.589669416666667,Async Serial,0x52
1.589671666666667,Async Serial,0xF0
1.589673833333333,Async Serial,0x98
1.589676083333333,Async Serial,0xBC
1.589678333333333,Async Serial,0x00
1.589680500000000,Async Serial,0x00
1.589682750000000,Async Serial,0x00
1.589685000000000,Async Serial,0x00
1.589687166666667,Async Serial,0xC0
1.589849583333333,Async Serial,0x3E
1.589851833333333,Async Serial,0x21
1.589854083333333,Async Serial,0x2A
1.589856250000000,Async Serial,0x00
1.589858500000000,Async Serial,0x53
1.589860750000000,Async Serial,0x04
1.589862916666667,Async Serial,0x69
1.589865166666667,Async Serial,0x39
1.589867416666667,Async Serial,0xFF
1.589869583333333,Async Serial,0x42
1.589871833333333,Async Serial,0x4D
1.589874083333333,Async Serial,0x40
1.589876250000000,Async Serial,0x2B
1.589878500000000,Async Serial,0xF6
1.589880750000000,Async Serial,0x90
1.589882916666667,Async Serial,0xC1
1.589885166666667,Async Serial,0x74
1.589887416666667,Async Serial,0xED
1.589889583333333,Async Serial,0x32
1.589891833333333,Async Serial,0xBD
1.589894083333333,Async Serial,0xA1
1.589896250000000,Async Serial,0x1F
1.589898500000000,Async Serial,0x76
1.589900750000000,Async Serial,0xBE
1.589902916666667,Async Serial,0xEB
1.589905166666667,Async Serial,0x8C
1.589907416666667,Async Serial,0x27
1.589909583333333,Async Serial,0xBD
1.589911833333333,Async Serial,0x9E
1.589914083333333,Async Serial,0xAA
1.589916250000000,Async Serial,0x48
1.589918500000000,Async Serial,0xBE
1.589920750000000,Async Serial,0x00
1.589922916666667,Async Serial,0x00
1.589925166666667,Async Serial,0x00
1.589927416666667,Async Serial,0x00
1.589929583333333,Async Serial,0xC0
1.590051833333333,Async Serial,0x04
1.590054083333333,Async Serial,0x22
1.590056250000000,Async Serial,0x2A
1.590058500000000,Async Serial,0x00
1.590060750000000,Async Serial,0x53
1.590062916666667,Async Serial,0x04
1.590065166666667,Async Serial,0x69
1.590067416666667,Async Serial,0x39
1.590069583333333,Async Serial,0xFA
1.590071833333333,Async Serial,0x6E
1.590074083333333,Async Serial,0x4D
1.590076250000000,Async Serial,0x40
1.590078500000000,Async Serial,0x39
1.590080750000000,Async Serial,0x48
1.590082916666667,Async Serial,0x41
1.590085166666667,Async Serial,0x41
1.590087416666667,Async Serial,0xB2
1.590089583333333,Async Serial,0x00
1.590091833333333,Async Serial,0xC5
1.590094083333333,Async Serial,0xBE
1.590096250000000,Async Serial,0x94
1.590098500000000,Async Serial,0x6D
1.590100750000000,Async Serial,0x56
1.590102916666667,Async Serial,0xBE
1.590105166666667,Async Serial,0xE1
1.590107416666667,Async Serial,0x0E
1.590109583333333,Async Serial,0x46
1.590111833333333,Async Serial,0x3E
1.590114083333333,Async Serial,0xFB
1.590116250000000,Async Serial,0xA4
1.590118500000000,Async Serial,0x4E
1.590120750000000,Async Serial,0xBD
1.590122916666667,Async Serial,0x00
1.590125166666667,Async Serial,0x00
1.590127416666667,Async Serial,0x00
1.590129583333333,Async Serial,0x00
1.590131833333333,Async Serial,0xC0
1.590293416666667,Async Serial,0xF6
1.590295666666667,Async Serial,0x22
1.590297833333333,Async Serial,0x2A
1.590300083333333,Async Serial,0x00
1.590302333333333,Async Serial,0x53
1.590304500000000,Async Serial,0x04
1.590306750000000,Async Serial,0x69
1.590309000000000,Async Serial,0x39
1.590311166666667,Async Serial,0xF4
1.590313416666667,Async Serial,0xA5
1.590315666666667,Async Serial,0x4D
1.590317833333333,Async Serial,0x40
1.590320083333333,Async Serial,0x6E
1.590322333333333,Async Serial,0x96
1.590324500000000,Async Serial,0x71
1.590326750000000,Async Serial,0x41
1.590329000000000,Async Serial,0x52
1.590331166666667,Async Serial,0x67
1.590333416666667,Async Serial,0xDE
1.590335666666667,Async Serial,0x3D
1.590337833333333,Async Serial,0x13
1.590340083333333,Async Serial,0x4D
1.590342333333333,Async Serial,0x9B
1.590344500000000,Async Serial,0x3E
1.590346750000000,Async Serial,0x09
1.590349000000000,Async Serial,0x96
1.590351166666667,Async Serial,0xD6
1.590353416666667,Async Serial,0x3D
1.590355666666667,Async Serial,0xA7
1.590357833333333,Async Serial,0x79
1.590360083333333,Async Serial,0x2E
1.590362333333333,Async Serial,0x3E
1.590364500000000,Async Serial,0x00
1.590366750000000,Async Serial,0x00
1.590369000000000,Async Serial,0x00
1.590371166666667,Async Serial,0x00
1.590373416666667,Async Serial,0xC0
1.590496416666667,Async Serial,0xDB
1.590498666666667,Async Serial,0xDC
1.590500916666667,Async Serial,0x23
1.590503083333333,Async Serial,0x2A
1.590505333333333,Async Serial,0x00
1.590507583333333,Async Serial,0x53
1.590509750000000,Async Serial,0x04
1.590512000000000,Async Serial,0x69
1.590514250000000,Async Serial,0x39
1.590516416666667,Async Serial,0xF6
1.590518666666667,Async Serial,0x8F
1.590520916666667,Async Serial,0x4D
1.590523083333333,Async Serial,0x40
1.590525333333333,Async Serial,0x39
1.590527583333333,Async Serial,0x48
1.590529750000000,Async Serial,0xC1
1.590532000000000,Async Serial,0xDB
1.590534250000000,Async Serial,0xDC
1.590536416666667,Async Serial,0x74
1.590538666666667,Async Serial,0xED
1.590540916666667,Async Serial,0x32
1.590543083333333,Async Serial,0xBD
1.590545333333333,Async Serial,0x26
1.590547583333333,Async Serial,0x48
1.590549750000000,Async Serial,0x27
1.590552000000000,Async Serial,0x3E
1.590554250000000,Async Serial,0x76
1.590556416666667,Async Serial,0xD8
1.590558666666667,Async Serial,0x28
1.590560916666667,Async Serial,0xBE
1.590563083333333,Async Serial,0x5F
1.590565333333333,Async Serial,0x5D
1.590567583333333,Async Serial,0xE8
1.590569750000000,Async Serial,0x3D
1.590572000000000,Async Serial,0x00
1.590574250000000,Async Serial,0x00
1.590576416666667,Async Serial,0x00
1.590578666666667,Async Serial,0x00
1.590580916666667,Async Serial,0xC0
1.590738000000000,Async Serial,0xB7
1.590740250000000,Async Serial,0x24
1.590742416666667,Async Serial,0x2A
1.590744666666667,Async Serial,0x00
1.590746916666667,Async Serial,0x53
1.590749083333333,Async Serial,0x04
1.590751333333333,Async Serial,0x69
1.590753583333333,Async Serial,0x39
1.590755750000000,Async Serial,0xFD
1.590758000000000,Async Serial,0x4D
1.590760250000000,Async Serial,0x4D
1.590762416666667,Async Serial,0x40
1.590764666666667,Async Serial,0x2B
1.590766916666667,Async Serial,0xF6
1.590769083333333,Async Serial,0x90
1.590771333333333,Async Serial,0xC1
1.590773583333333,Async Serial,0x74
1.590775750000000,Async Serial,0xED
1.590778000000000,Async Serial,0x32
1.590780250000000,Async Serial,0xBD
1.590782416666667,Async Serial,0x1A
1.590784666666667,Async Serial,0xC8
1.590786916666667,Async Serial,0xCF
1.590789083333333,Async Serial,0x3D
1.590791333333333,Async Serial,0xE2
1.590793583333333,Async Serial,0x44
1.590795750000000,Async Serial,0x21
1.590798000000000,Async Serial,0xBE
1.590800250000000,Async Serial,0xB6
1.590802416666667,Async Serial,0xBD
1.590804666666667,Async Serial,0xFD
1.590806916666667,Async Serial,0xBD
1.590809083333333,Async Serial,0x00
1.590811333333333,Async Serial,0x00
1.590813583333333,Async Serial,0x00
1.590815750000000,Async Serial,0x00
1.590818000000000,Async Serial,0xC0
1.590940833333333,Async Serial,0x7D
1.590943083333333,Async Serial,0x25
1.590945333333333,Async Serial,0x2A
1.590947500000000,Async Serial,0x00
1.590949750000000,Async Serial,0x53
1.590952000000000,Async Serial,0x04
1.590954166666667,Async Serial,0x69
1.590956416666667,Async Serial,0x39
1.590958666666667,Async Serial,0xFF
1.590960833333333,Async Serial,0x37
1.590963083333333,Async Serial,0x4D
1.590965333333333,Async Serial,0x40
1.590967500000000,Async Serial,0x39
1.590969750000000,Async Serial,0x48
1.590972000000000,Async Serial,0xC1
1.590974166666667,Async Serial,0xDB
1.590976416666667,Async Serial,0xDC
1.590978666666667,Async Serial,0xD3
1.590980833333333,Async Serial,0xA4
1.590983083333333,Async Serial,0x9C
1.590985333333333,Async Serial,0x3E
1.590987500000000,Async Serial,0xF4
1.590989750000000,Async Serial,0xAE
1.590992000000000,Async Serial,0x1D
1.590994166666667,Async Serial,0xBD
1.590996416666667,Async Serial,0xE5
1.590998666666667,Async Serial,0x20
1.591000833333333,Async Serial,0xED
1.591003083333333,Async Serial,0x3D
1.591005333333333,Async Serial,0xDE
1.591007500000000,Async Serial,0x0F
1.591009750000000,Async Serial,0x27
1.591012000000000,Async Serial,0xBE
1.591014166666667,Async Serial,0x00
1.591016416666667,Async Serial,0x00
1.591018666666667,Async Serial,0x00
1.591020833333333,Async Serial,0x00
1.591023083333333,Async Serial,0xC0
1.591182416666667,Async Serial,0x73
1.591184666666667,Async Serial,0x26
1.591186916666667,Async Serial,0x2A
1.591189083333333,Async Serial,0x00
1.591191333333333,Async Serial,0x53
1.591193583333333,Async Serial,0x04
1.591195750000000,Async Serial,0x69
1.591198000000000,Async Serial,0x39
1.591200250000000,Async Serial,0xFF
